epoch,train_loss,train_acc,val_loss,val_acc,val_f1
1,0.39363495313238217,0.8877962962962963,0.2410560437043508,0.9308333333333333,0.9298248711616734
2,0.18263285161610002,0.9478888888888889,0.1671648854613304,0.9485,0.9478481930370075
3,0.12749355556788267,0.9634259259259259,0.13635911897818248,0.9601666666666666,0.9596293501511021
