epoch,train_loss,train_acc,val_loss,val_acc,val_f1
1,0.27829173904436605,0.9143333333333333,0.08028817381461462,0.9758333333333333,0.9756498385247034
2,0.0828230371221348,0.974462962962963,0.05669313975175222,0.9833333333333333,0.9832819689470579
3,0.06395116350275498,0.9795185185185186,0.04772996554772059,0.9856666666666667,0.9855457990831222
4,0.052165908444810796,0.9831851851851852,0.038760873397191364,0.9893333333333333,0.9892461966639552
5,0.04504111642473274,0.9853888888888889,0.03722971125443776,0.9898333333333333,0.9897657473646936
