epoch,train_loss,train_acc,val_loss,val_acc,val_f1
1,0.4654660306992354,0.8636296296296296,0.16513551747798919,0.9505,0.9501597966751396
2,0.12989012870523664,0.9600925925925926,0.10352668543656666,0.9696666666666667,0.9692890209076817
3,0.08837256006620549,0.973,0.08216087587674459,0.9741666666666666,0.9739701157834467
